fecha,moneda,pais,compra_bs,venta_bs,fuente,origen_fecha
2025-01-22,UYU,Uruguay,1.260953,1.26411329,2_1_2a25_smc.xls,fecha_valor
2025-01-23,ANG,Curazao,31.69869336,31.77813871,2_1_2a25_smc.xls,fecha_valor
2025-01-23,ARS,Argentina,0.05315021,0.05328342,2_1_2a25_smc.xls,fecha_valor
2025-01-23,BOB,Bolivia,8.10811913,8.12844023,2_1_2a25_smc.xls,fecha_valor
2025-01-23,BRL,Brasil,9.3661296,9.38960361,2_1_2a25_smc.xls,fecha_valor
2025-01-23,CAD,Canada,38.66887552,38.76579,2_1_2a25_smc.xls,fecha_valor
2025-01-23,CLP,Chile,0.05609118,0.05623175,2_1_2a25_smc.xls,fecha_valor
2025-01-23,CNY,China,7.6517997,7.67097714,2_1_2a25_smc.xls,fecha_valor
2025-01-23,COP,Colombia,0.0129751,0.01300762,2_1_2a25_smc.xls,fecha_valor
2025-01-23,CUC,Cuba,55.62169725,55.7611,2_1_2a25_smc.xls,fecha_valor
2025-01-23,DOP,Republica Dominicana,0.90929699,0.91157593,2_1_2a25_smc.xls,fecha_valor
2025-01-23,EUR,Zona Euro,57.95447123,58.09972053,2_1_2a25_smc.xls,fecha_valor
2025-01-23,INR,India,0.64398579,0.64559979,2_1_2a25_smc.xls,fecha_valor
2025-01-23,JPY,Japon,0.35623192,0.35712474,2_1_2a25_smc.xls,fecha_valor
2025-01-23,MXP,Mexico,2.70806197,2.71484909,2_1_2a25_smc.xls,fecha_valor
2025-01-23,NIO,Nicaragua,1.53110136,1.53493871,2_1_2a25_smc.xls,fecha_valor
2025-01-23,PEN,Perú,14.95488324,14.99236415,2_1_2a25_smc.xls,fecha_valor
2025-01-23,RUB,Rusia,0.56298916,0.56440016,2_1_2a25_smc.xls,fecha_valor
2025-01-23,TRY,Turquia,1.56024217,1.56415255,2_1_2a25_smc.xls,fecha_valor
2025-01-23,TTD,Trinidad y Tobago,8.36328465,8.38424526,2_1_2a25_smc.xls,fecha_valor
2025-01-23,USD,E.U.A.,55.62169725,55.7611,2_1_2a25_smc.xls,fecha_valor
2025-01-23,UYU,Uruguay,1.2876913,1.2909186,2_1_2a25_smc.xls,fecha_valor
2025-01-24,ANG,Curazao,31.4522647,31.53109243,2_1_2a25_smc.xls,fecha_valor
2025-01-24,ARS,Argentina,0.05362253,0.05375692,2_1_2a25_smc.xls,fecha_valor
2025-01-24,BOB,Bolivia,8.1959551,8.21649635,2_1_2a25_smc.xls,fecha_valor
2025-01-24,BRL,Brasil,9.4552255,9.47892281,2_1_2a25_smc.xls,fecha_valor
2025-01-24,CAD,Canada,39.04382862,39.14168283,2_1_2a25_smc.xls,fecha_valor
2025-01-24,CLP,Chile,0.05682993,0.05697236,2_1_2a25_smc.xls,fecha_valor
2025-01-24,CNY,China,7.70486818,7.72417862,2_1_2a25_smc.xls,fecha_valor
